publish_date,is_active,stock_count,price,discounted_price,product_id,title,description,category_path,brand,link,mobile_web_link,android_deep_link,ios_deep_link,image_link,small_image_link,large_image_link,store_name,parent_id,trans_title,tags
01-12-2025 17:32,TRUE,9999,1029.00,1029.00,bundle-pixel-10-pro-klass-31,Pixel 10 Pro with Klass 31,"Pixel 10 Pro with Klass 31, with 18 months of included data on the plan",Bundles>Device plus plan,D·TELCO,https://d-telco.github.io/telco/product.html?id=bundle-pixel-10-pro-klass-31,https://d-telco.github.io/telco/product.html?id=bundle-pixel-10-pro-klass-31,dtelco://product/bundle-pixel-10-pro-klass-31,https://d-telco.github.io/telco/product.html?id=bundle-pixel-10-pro-klass-31,https://d-telco.github.io/telco/assets/catalog/bundle-pixel-10-pro-klass-31-1200.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-pixel-10-pro-klass-31-400.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-pixel-10-pro-klass-31-1600.jpg,D·TELCO,,Pixel 10 Pro with Klass 31,"bundle,bundle-member:bundle-pixel-10-pro-klass-31,instalment-18m,demo-data"
31-12-2025 17:37,TRUE,9999,229.00,229.00,bundle-redmi-note-14-go-11-99,Redmi Note 14 with GO 11.99,"Redmi Note 14 with GO 11.99, with 12 months of included data on the plan",Bundles>Device plus plan,D·TELCO,https://d-telco.github.io/telco/product.html?id=bundle-redmi-note-14-go-11-99,https://d-telco.github.io/telco/product.html?id=bundle-redmi-note-14-go-11-99,dtelco://product/bundle-redmi-note-14-go-11-99,https://d-telco.github.io/telco/product.html?id=bundle-redmi-note-14-go-11-99,https://d-telco.github.io/telco/assets/catalog/bundle-redmi-note-14-go-11-99-1200.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-redmi-note-14-go-11-99-400.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-redmi-note-14-go-11-99-1600.jpg,D·TELCO,,Redmi Note 14 with GO 11.99,"bundle,bundle-member:bundle-redmi-note-14-go-11-99,instalment-18m,demo-data"
26-01-2026 15:31,TRUE,9999,34.00,34.00,bundle-family-2,Family 2 lines,"2 lines on one bill, each on Family terms",Bundles>Family,D·TELCO,https://d-telco.github.io/telco/product.html?id=bundle-family-2,https://d-telco.github.io/telco/product.html?id=bundle-family-2,dtelco://product/bundle-family-2,https://d-telco.github.io/telco/product.html?id=bundle-family-2,https://d-telco.github.io/telco/assets/catalog/bundle-family-2-1200.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-family-2-400.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-family-2-1600.jpg,D·TELCO,,Family 2 lines,"bundle,family,demo-data"
30-08-2025 13:05,TRUE,9999,48.00,48.00,bundle-family-3,Family 3 lines,"3 lines on one bill, each on Family terms",Bundles>Family,D·TELCO,https://d-telco.github.io/telco/product.html?id=bundle-family-3,https://d-telco.github.io/telco/product.html?id=bundle-family-3,dtelco://product/bundle-family-3,https://d-telco.github.io/telco/product.html?id=bundle-family-3,https://d-telco.github.io/telco/assets/catalog/bundle-family-3-1200.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-family-3-400.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-family-3-1600.jpg,D·TELCO,,Family 3 lines,"bundle,family,demo-data"
23-05-2026 15:45,TRUE,9999,60.00,60.00,bundle-family-4,Family 4 lines,"4 lines on one bill, each on Family terms",Bundles>Family,D·TELCO,https://d-telco.github.io/telco/product.html?id=bundle-family-4,https://d-telco.github.io/telco/product.html?id=bundle-family-4,dtelco://product/bundle-family-4,https://d-telco.github.io/telco/product.html?id=bundle-family-4,https://d-telco.github.io/telco/assets/catalog/bundle-family-4-1200.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-family-4-400.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-family-4-1600.jpg,D·TELCO,,Family 4 lines,"bundle,family,demo-data"
08-03-2026 17:34,TRUE,9999,49.99,49.99,bundle-travel-europe,GO 29.99 with Europe 3 GB roaming,A plan and the roaming pack that fits the trip,Bundles>Travel,D·TELCO,https://d-telco.github.io/telco/product.html?id=bundle-travel-europe,https://d-telco.github.io/telco/product.html?id=bundle-travel-europe,dtelco://product/bundle-travel-europe,https://d-telco.github.io/telco/product.html?id=bundle-travel-europe,https://d-telco.github.io/telco/assets/catalog/bundle-travel-europe-1200.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-travel-europe-400.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-travel-europe-1600.jpg,D·TELCO,,GO 29.99 with Europe 3 GB roaming,"bundle,travel,demo-data"
27-09-2025 09:00,TRUE,9999,59.99,59.99,bundle-travel-world,Klass 31 with World 3 GB roaming,A plan and the roaming pack that fits the trip,Bundles>Travel,D·TELCO,https://d-telco.github.io/telco/product.html?id=bundle-travel-world,https://d-telco.github.io/telco/product.html?id=bundle-travel-world,dtelco://product/bundle-travel-world,https://d-telco.github.io/telco/product.html?id=bundle-travel-world,https://d-telco.github.io/telco/assets/catalog/bundle-travel-world-1200.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-travel-world-400.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-travel-world-1600.jpg,D·TELCO,,Klass 31 with World 3 GB roaming,"bundle,travel,demo-data"
16-05-2025 13:39,TRUE,17,99.00,99.00,dev-home-mesh,Mesh Wi-Fi node,Mesh Wi-Fi node for a D·TELCO home line.,Home>Devices,D·TELCO,https://d-telco.github.io/telco/product.html?id=dev-home-mesh,https://d-telco.github.io/telco/product.html?id=dev-home-mesh,dtelco://product/dev-home-mesh,https://d-telco.github.io/telco/product.html?id=dev-home-mesh,https://d-telco.github.io/telco/assets/catalog/dev-home-mesh-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-home-mesh-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-home-mesh-1600.jpg,D·TELCO Shop,,Mesh Wi-Fi node,"device,home,demo-data"
18-04-2025 13:43,TRUE,39,79.00,79.00,dev-home-ont,Fiber ONT terminal,Fiber ONT terminal for a D·TELCO home line.,Home>Devices,D·TELCO,https://d-telco.github.io/telco/product.html?id=dev-home-ont,https://d-telco.github.io/telco/product.html?id=dev-home-ont,dtelco://product/dev-home-ont,https://d-telco.github.io/telco/product.html?id=dev-home-ont,https://d-telco.github.io/telco/assets/catalog/dev-home-ont-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-home-ont-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-home-ont-1600.jpg,D·TELCO Shop,,Fiber ONT terminal,"device,home,demo-data"
17-06-2026 18:05,TRUE,23,69.00,69.00,dev-home-tvbox,D·TELCO TV box,D·TELCO TV box for a D·TELCO home line.,Home>Devices,D·TELCO,https://d-telco.github.io/telco/product.html?id=dev-home-tvbox,https://d-telco.github.io/telco/product.html?id=dev-home-tvbox,dtelco://product/dev-home-tvbox,https://d-telco.github.io/telco/product.html?id=dev-home-tvbox,https://d-telco.github.io/telco/assets/catalog/dev-home-tvbox-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-home-tvbox-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-home-tvbox-1600.jpg,D·TELCO Shop,,D·TELCO TV box,"device,home,demo-data"
15-04-2025 10:34,TRUE,9999,19.99,19.99,fixed-fiber-100,D·TELCO Fiber 100 Mbps,"Fiber to the home at 100 Mbps, unlimited data, billed monthly",Home>Fiber,D·TELCO,https://d-telco.github.io/telco/product.html?id=fixed-fiber-100,https://d-telco.github.io/telco/product.html?id=fixed-fiber-100,dtelco://product/fixed-fiber-100,https://d-telco.github.io/telco/product.html?id=fixed-fiber-100,https://d-telco.github.io/telco/assets/catalog/fixed-fiber-100-1200.jpg,https://d-telco.github.io/telco/assets/catalog/fixed-fiber-100-400.jpg,https://d-telco.github.io/telco/assets/catalog/fixed-fiber-100-1600.jpg,D·TELCO,,D·TELCO Fiber 100 Mbps,"fixed,fiber,demo-data"
01-04-2025 17:57,TRUE,9999,54.99,54.99,fixed-fiber-1000,D·TELCO Fiber 1 Gbps,"Fiber to the home at 1000 Mbps, unlimited data, billed monthly",Home>Fiber,D·TELCO,https://d-telco.github.io/telco/product.html?id=fixed-fiber-1000,https://d-telco.github.io/telco/product.html?id=fixed-fiber-1000,dtelco://product/fixed-fiber-1000,https://d-telco.github.io/telco/product.html?id=fixed-fiber-1000,https://d-telco.github.io/telco/assets/catalog/fixed-fiber-1000-1200.jpg,https://d-telco.github.io/telco/assets/catalog/fixed-fiber-1000-400.jpg,https://d-telco.github.io/telco/assets/catalog/fixed-fiber-1000-1600.jpg,D·TELCO,,D·TELCO Fiber 1 Gbps,"fixed,fiber,demo-data"
07-01-2026 13:22,TRUE,9999,29.99,29.99,fixed-fiber-300,D·TELCO Fiber 300 Mbps,"Fiber to the home at 300 Mbps, unlimited data, billed monthly",Home>Fiber,D·TELCO,https://d-telco.github.io/telco/product.html?id=fixed-fiber-300,https://d-telco.github.io/telco/product.html?id=fixed-fiber-300,dtelco://product/fixed-fiber-300,https://d-telco.github.io/telco/product.html?id=fixed-fiber-300,https://d-telco.github.io/telco/assets/catalog/fixed-fiber-300-1200.jpg,https://d-telco.github.io/telco/assets/catalog/fixed-fiber-300-400.jpg,https://d-telco.github.io/telco/assets/catalog/fixed-fiber-300-1600.jpg,D·TELCO,,D·TELCO Fiber 300 Mbps,"fixed,fiber,demo-data"
12-02-2026 11:37,TRUE,9999,39.99,39.99,fixed-fiber-500,D·TELCO Fiber 500 Mbps,"Fiber to the home at 500 Mbps, unlimited data, billed monthly",Home>Fiber,D·TELCO,https://d-telco.github.io/telco/product.html?id=fixed-fiber-500,https://d-telco.github.io/telco/product.html?id=fixed-fiber-500,dtelco://product/fixed-fiber-500,https://d-telco.github.io/telco/product.html?id=fixed-fiber-500,https://d-telco.github.io/telco/assets/catalog/fixed-fiber-500-1200.jpg,https://d-telco.github.io/telco/assets/catalog/fixed-fiber-500-400.jpg,https://d-telco.github.io/telco/assets/catalog/fixed-fiber-500-1600.jpg,D·TELCO,,D·TELCO Fiber 500 Mbps,"fixed,fiber,demo-data"
02-05-2025 10:28,TRUE,9999,10.00,10.00,fixed-wifi-10,D·TELCO Wi-Fi 10,"10 GB of D·TELCO Wi-Fi, valid 30 days",Home>Wi-Fi packages,D·TELCO,https://d-telco.github.io/telco/product.html?id=fixed-wifi-10,https://d-telco.github.io/telco/product.html?id=fixed-wifi-10,dtelco://product/fixed-wifi-10,https://d-telco.github.io/telco/product.html?id=fixed-wifi-10,https://d-telco.github.io/telco/assets/catalog/fixed-wifi-10-1200.jpg,https://d-telco.github.io/telco/assets/catalog/fixed-wifi-10-400.jpg,https://d-telco.github.io/telco/assets/catalog/fixed-wifi-10-1600.jpg,D·TELCO,,D·TELCO Wi-Fi 10,"fixed,wifi,demo-data"
08-02-2026 11:46,TRUE,9999,100.00,100.00,fixed-wifi-100,D·TELCO Wi-Fi 100,"100 GB of D·TELCO Wi-Fi, valid 30 days",Home>Wi-Fi packages,D·TELCO,https://d-telco.github.io/telco/product.html?id=fixed-wifi-100,https://d-telco.github.io/telco/product.html?id=fixed-wifi-100,dtelco://product/fixed-wifi-100,https://d-telco.github.io/telco/product.html?id=fixed-wifi-100,https://d-telco.github.io/telco/assets/catalog/fixed-wifi-100-1200.jpg,https://d-telco.github.io/telco/assets/catalog/fixed-wifi-100-400.jpg,https://d-telco.github.io/telco/assets/catalog/fixed-wifi-100-1600.jpg,D·TELCO,,D·TELCO Wi-Fi 100,"fixed,wifi,demo-data"
26-11-2025 10:40,TRUE,9999,150.00,150.00,fixed-wifi-150,D·TELCO Wi-Fi 150,"150 GB of D·TELCO Wi-Fi, valid 30 days",Home>Wi-Fi packages,D·TELCO,https://d-telco.github.io/telco/product.html?id=fixed-wifi-150,https://d-telco.github.io/telco/product.html?id=fixed-wifi-150,dtelco://product/fixed-wifi-150,https://d-telco.github.io/telco/product.html?id=fixed-wifi-150,https://d-telco.github.io/telco/assets/catalog/fixed-wifi-150-1200.jpg,https://d-telco.github.io/telco/assets/catalog/fixed-wifi-150-400.jpg,https://d-telco.github.io/telco/assets/catalog/fixed-wifi-150-1600.jpg,D·TELCO,,D·TELCO Wi-Fi 150,"fixed,wifi,demo-data"
07-06-2026 11:11,TRUE,9999,175.00,175.00,fixed-wifi-175,D·TELCO Wi-Fi 175,"175 GB of D·TELCO Wi-Fi, valid 30 days",Home>Wi-Fi packages,D·TELCO,https://d-telco.github.io/telco/product.html?id=fixed-wifi-175,https://d-telco.github.io/telco/product.html?id=fixed-wifi-175,dtelco://product/fixed-wifi-175,https://d-telco.github.io/telco/product.html?id=fixed-wifi-175,https://d-telco.github.io/telco/assets/catalog/fixed-wifi-175-1200.jpg,https://d-telco.github.io/telco/assets/catalog/fixed-wifi-175-400.jpg,https://d-telco.github.io/telco/assets/catalog/fixed-wifi-175-1600.jpg,D·TELCO,,D·TELCO Wi-Fi 175,"fixed,wifi,demo-data"
10-08-2025 13:23,TRUE,9999,25.00,25.00,fixed-wifi-25,D·TELCO Wi-Fi 25,"25 GB of D·TELCO Wi-Fi, valid 30 days",Home>Wi-Fi packages,D·TELCO,https://d-telco.github.io/telco/product.html?id=fixed-wifi-25,https://d-telco.github.io/telco/product.html?id=fixed-wifi-25,dtelco://product/fixed-wifi-25,https://d-telco.github.io/telco/product.html?id=fixed-wifi-25,https://d-telco.github.io/telco/assets/catalog/fixed-wifi-25-1200.jpg,https://d-telco.github.io/telco/assets/catalog/fixed-wifi-25-400.jpg,https://d-telco.github.io/telco/assets/catalog/fixed-wifi-25-1600.jpg,D·TELCO,,D·TELCO Wi-Fi 25,"fixed,wifi,demo-data"
28-04-2026 10:41,TRUE,9999,5.00,5.00,fixed-wifi-5,D·TELCO Wi-Fi 5,"5 GB of D·TELCO Wi-Fi, valid 30 days",Home>Wi-Fi packages,D·TELCO,https://d-telco.github.io/telco/product.html?id=fixed-wifi-5,https://d-telco.github.io/telco/product.html?id=fixed-wifi-5,dtelco://product/fixed-wifi-5,https://d-telco.github.io/telco/product.html?id=fixed-wifi-5,https://d-telco.github.io/telco/assets/catalog/fixed-wifi-5-1200.jpg,https://d-telco.github.io/telco/assets/catalog/fixed-wifi-5-400.jpg,https://d-telco.github.io/telco/assets/catalog/fixed-wifi-5-1600.jpg,D·TELCO,,D·TELCO Wi-Fi 5,"fixed,wifi,demo-data"
10-06-2025 11:25,TRUE,9999,50.00,50.00,fixed-wifi-50,D·TELCO Wi-Fi 50,"50 GB of D·TELCO Wi-Fi, valid 30 days",Home>Wi-Fi packages,D·TELCO,https://d-telco.github.io/telco/product.html?id=fixed-wifi-50,https://d-telco.github.io/telco/product.html?id=fixed-wifi-50,dtelco://product/fixed-wifi-50,https://d-telco.github.io/telco/product.html?id=fixed-wifi-50,https://d-telco.github.io/telco/assets/catalog/fixed-wifi-50-1200.jpg,https://d-telco.github.io/telco/assets/catalog/fixed-wifi-50-400.jpg,https://d-telco.github.io/telco/assets/catalog/fixed-wifi-50-1600.jpg,D·TELCO,,D·TELCO Wi-Fi 50,"fixed,wifi,demo-data"
20-12-2025 15:29,TRUE,9999,75.00,75.00,fixed-wifi-75,D·TELCO Wi-Fi 75,"75 GB of D·TELCO Wi-Fi, valid 30 days",Home>Wi-Fi packages,D·TELCO,https://d-telco.github.io/telco/product.html?id=fixed-wifi-75,https://d-telco.github.io/telco/product.html?id=fixed-wifi-75,dtelco://product/fixed-wifi-75,https://d-telco.github.io/telco/product.html?id=fixed-wifi-75,https://d-telco.github.io/telco/assets/catalog/fixed-wifi-75-1200.jpg,https://d-telco.github.io/telco/assets/catalog/fixed-wifi-75-400.jpg,https://d-telco.github.io/telco/assets/catalog/fixed-wifi-75-1600.jpg,D·TELCO,,D·TELCO Wi-Fi 75,"fixed,wifi,demo-data"
14-08-2025 16:28,TRUE,9999,15.99,15.99,addon-intl-120,120 international minutes,"120 minutes international, 28 days",Mobile>Add-ons>Minutes,D·TELCO,https://d-telco.github.io/telco/product.html?id=addon-intl-120,https://d-telco.github.io/telco/product.html?id=addon-intl-120,dtelco://product/addon-intl-120,https://d-telco.github.io/telco/product.html?id=addon-intl-120,https://d-telco.github.io/telco/assets/catalog/addon-intl-120-1200.jpg,https://d-telco.github.io/telco/assets/catalog/addon-intl-120-400.jpg,https://d-telco.github.io/telco/assets/catalog/addon-intl-120-1600.jpg,D·TELCO,,120 international minutes,"addon,minutes,international,demo-data"
18-02-2026 15:44,TRUE,9999,4.99,4.99,addon-intl-30,30 international minutes,"30 minutes international, 28 days",Mobile>Add-ons>Minutes,D·TELCO,https://d-telco.github.io/telco/product.html?id=addon-intl-30,https://d-telco.github.io/telco/product.html?id=addon-intl-30,dtelco://product/addon-intl-30,https://d-telco.github.io/telco/product.html?id=addon-intl-30,https://d-telco.github.io/telco/assets/catalog/addon-intl-30-1200.jpg,https://d-telco.github.io/telco/assets/catalog/addon-intl-30-400.jpg,https://d-telco.github.io/telco/assets/catalog/addon-intl-30-1600.jpg,D·TELCO,,30 international minutes,"addon,minutes,international,demo-data"
08-11-2025 15:14,TRUE,9999,34.99,34.99,addon-intl-300,300 international minutes,"300 minutes international, 28 days",Mobile>Add-ons>Minutes,D·TELCO,https://d-telco.github.io/telco/product.html?id=addon-intl-300,https://d-telco.github.io/telco/product.html?id=addon-intl-300,dtelco://product/addon-intl-300,https://d-telco.github.io/telco/product.html?id=addon-intl-300,https://d-telco.github.io/telco/assets/catalog/addon-intl-300-1200.jpg,https://d-telco.github.io/telco/assets/catalog/addon-intl-300-400.jpg,https://d-telco.github.io/telco/assets/catalog/addon-intl-300-1600.jpg,D·TELCO,,300 international minutes,"addon,minutes,international,demo-data"
15-04-2026 17:06,TRUE,9999,8.99,8.99,addon-intl-60,60 international minutes,"60 minutes international, 28 days",Mobile>Add-ons>Minutes,D·TELCO,https://d-telco.github.io/telco/product.html?id=addon-intl-60,https://d-telco.github.io/telco/product.html?id=addon-intl-60,dtelco://product/addon-intl-60,https://d-telco.github.io/telco/product.html?id=addon-intl-60,https://d-telco.github.io/telco/assets/catalog/addon-intl-60-1200.jpg,https://d-telco.github.io/telco/assets/catalog/addon-intl-60-400.jpg,https://d-telco.github.io/telco/assets/catalog/addon-intl-60-1600.jpg,D·TELCO,,60 international minutes,"addon,minutes,international,demo-data"
16-06-2025 10:39,TRUE,9999,1.49,1.49,addon-min-100,100 national minutes,"100 minutes national, 28 days",Mobile>Add-ons>Minutes,D·TELCO,https://d-telco.github.io/telco/product.html?id=addon-min-100,https://d-telco.github.io/telco/product.html?id=addon-min-100,dtelco://product/addon-min-100,https://d-telco.github.io/telco/product.html?id=addon-min-100,https://d-telco.github.io/telco/assets/catalog/addon-min-100-1200.jpg,https://d-telco.github.io/telco/assets/catalog/addon-min-100-400.jpg,https://d-telco.github.io/telco/assets/catalog/addon-min-100-1600.jpg,D·TELCO,,100 national minutes,"addon,minutes,national,demo-data"
